conversation,agency
"user: Tere! Ma arvan, et mul on probleeme, kuidas sisse logida erinevate riiklike e-teenustesse. Kas ma pean iga kord uuesti sisse logima?
assistant: Tere! Päriselt, see on levinud küsimus. Jah, varem oli nii, et iga kord pead sisse logima. Aga nüüd on võimalik kasutada ühte sisselogimist, mis aitab sind säästida. See on võimalik läbi Riigi autentimisteenuse.",output_ID.ee
"user: Tere! Ma nägin Politsei- ja Piirivalveameti veebilehel mingit ligipääsetavuse teatis. Mis see tähendab?
assistant: Tere! See teatis on seadusest tulenev avaldus, mis kinnitab, et Politsei- ja Piirivalveamet püüab oma veebilehte www.politsei.ee (https://www.politsei.ee/) muuta ligipääsetavaks kõigile, kaasa arvatud inimestele, kel on puueteid. See teatis ütleb ka, mis on selle hetke olukord ligipääsetavuse osas.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma kuulsin midagi digiligipääsetavusest Tarbijakaitse ja Tehnilise Järevalve Ameti poolt. Mis see tähendab?
assistant: Tere! Digiligipääsetavus tähendab, et digitaalsetel sisu ja teenustel peab olema kättesaadav kõikidele inimestele, kaasa arvatud inimestele, kel on puueteid. Tarbijakaitse ja Tehnilise Järevalve Amet (TTJA) tegeleb sellega, et avaliku sektori teenused oleksid digitaalselt kättesaadavad.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma arvan, et on probleeme ID-kaardi kasutamisega. Kuidas saan abi?
assistant: Tere! Päev vastu. Kui sul on probleeme ID-kaardi või mobiil-ID-ga, on ID.ee veebist hea abi leida. Palju informatsiooni ja vastuseid seal leiad: id.ee. Sa võid ka ID-abikeskusega ühendust võtta läbi nende veebiformi, et saada personaalsemat abi.",output_ID.ee
"user: Tere! Olen ajakirjanik ja tahan teada, kuidas Politsei- ja Piirivalveameti pressilisti liikmeks saada. Kas see on võimalik?
assistant: Tere! Jah, on võimalik. Politsei- ja Piirivalveamet jagab pressilistidele regulaarselt infot. Kui soovid liikmeks saada, saad kirjutada soovi aadressil, mis on antud ametis, ning märkida oma andmed: nimi, e-posti aadress ja väljaande nimi.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma elan välismaal ja tahan teada, kuidas ma saan elamisloakaarti taotleda. Kas see on üldse võimalik?
assistant: Tere! Jah, see on võimalik, aga erandkorras. Sa saad elamisloakaarti taotleda välismaal, kui sa ei ole Euroopa Liidu liikmesriigi kodanik, sul on kehtiv Eesti elamisluba või elamisõigus ja sinu välismaa elukoht on registreeritud rahvastikuregistris. Kas sa vastad nendele tingimustele?",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma tegelikult ei mäleta, kuidas Politsei- ja Piirivalveameti lipud välja näevad. Saaksid sa mulle natuke rääkida?
assistant: Tere! Muidugi. Politsei lipu põhiline värv on sinine, mis on ka meie riigilipuvärv ja sümboliseerib rahu ja stabiilsust. Sellel on valge püstitõusnud lõvi, kes hoiab käes väikest Eesti riigivappi. Lipu mõõdud on 105x135 cm ja see on ääristatud kuldsete narmastega.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma olen plaanimas pakettreisi tellida. Mis asi üldse tähendab ""pakettreis""?
assistant: Tere! Pakettreis tähendab, et reisikorraldaja on pannud kokku terve komplekti reisiteenuseid – näiteks lennud, majutus, toitlustus ja ekskursioonid. Sa saad selle paketi ühe lepinguga tellida. See võib tähendada nii ühte lepingut või ka eraldi lepinguid, kui täidad teatud tingimused.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Olen kuulnud, et Tarbijakaitse ja Tehnilise Järelevalve Amet on tellinud uuringuid. Mis neid puudutab?
assistant: Tere! Jah, neid on mitmeid. Üks olulisemaid on uuring, mis annab hinnangu 1 Gbit/s kiirust võimaldava passiivse lairibataristu rajamiseks maapiirkondadesse. Samuti on tehtud uuring Eesti elanike teadlikkusest tarbijate õigustest ja veebiküsitlus nende käitumisest probleemide korral.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma soovin digiallkirja anda ID.ee rakenduses. Kuidas ma sellega alustan?
assistant: Tere! Digiallkirja andmine on päris lihtne. Alustada saate kahel viisil: kas ID-kaardi või mobiil-ID abil. Kõigepealt pead tegema kindlaks, millise meetodi te kasutate. Kas teil on ID-kaart või mobiil-ID?",output_ID.ee
"user: Tere! Ma saan probleeme ID-kaardi kasutamisega. Kas teil oleks võimalik öelda, kuidas veenduda, et mu kaardilugeja töökorras on?
assistant: Tere! Päevas! On hea, et sa pöördud abi pidi. Jah, kindlasti! Esimese sammuna on see, et vajad jääd kontrollima, et ID-kaardi ja kaardilugeja on täielikult töökorras. Enne kaardi kasutamist peaks arvutis olema ID-tarkvara paigaldatud (https://www.id.ee/artikkel/paigalda-id-tarkvara). Kas sa oled kindel, et ID-tarkvara on paigaldatud ja ID-kaart on kaardilugejas?",output_ID.ee
"user: Tere! Kuulisin midagi ID-kaartide sertifikaatide kohta. Mis asi see tähendab ja miks see oluline on?
assistant: Tere! Õige, alates 1. aprillist 2018 tunnistati turvanõrkusega ID-kaardi sertifikaadid kehtetuks. See tähendab, et kui sa ei uuendanud oma ID-kaardi sertifikaate 31. märtsiks 2018, siis elektrooniliselt ei saa seda enam kasutada nii nagu varem.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma kuulsin, et Politsei- ja Piirivalveameti koduleht on tehtud juurdepääsetavaks. Mis see täpsemalt tähendab?
assistant: Tere! See tähendab, et leht on ehitatud nii, et see vastaks WCAG 2.1 AA suunistele. See tähendab, et oleme kasutanud nii tehnilisi vahendeid kui ka sisu koostamise põhimõtteid, mis aitavad puuetega inimestel kodulehte kasutada. Näiteks pimesed, vaegnägevad, kurtud, vaegkuulvad, inimesed õpiraskustega või kognitiivsete piirangutega – kõik need saavad lehte paremini kasutada.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma olen Euroopa Liidu kodanik ja plaanin Eestisse kolida. Mis võimalusi mul on siin elamiseks?
assistant: Tere! Euroopa Liidu kodanikuna on sul Eestis kolm võimalust: ajutine viibimine kuni 3 kuud, tähtajaline elamine kuni 5 aastat ja alaline elamine. Millist varianti sa silmas pead?",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma kuulsin, et saab välismaalase passi taotleda. Mis see täpselt on?
assistant: Tere! Välismaalase pass on Eesti Vabariigi poolt välismaalasele väljastatav reisidokument. See ongi selline pass, mida sa kasutad välismaal kui sul on kehtiv elamisluba või elamisõigus Eestis.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma olen uudishimulik, kuidas Eesti kodakondsus lapsele antakse. Saabus mulle kiri selle kohta, aga ma ei tea, mida edasi teha.
assistant: Tere! Hästi, siis sa oled saanud kirja selle kohta. Kui lapsele Eesti kodakondsus antakse, siis tavaliselt saadakse selle kohta teada posti teel saadetud kodakondsustunnistuse näol.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma olen kuulnud, et kui lend hiljub, on reisijatel teatud õigused. Kuidas ma saan teada, mida need õigused on?
assistant: Tere! See on õige. Euroopa Liidu lennureisijate õigused on määratletud kindlas määruses. Üks viis on tutvuda Euroopa Liidu tarbija nõustamiskeskuse veebilehega, kust leiad infot: [https://consumer.ee/](https://consumer.ee/). Samuti on saadaval Euroopa Liidu veebileht, kus on selgelt kirjeldatud reisijaõigused: [https://europa.eu/youreurope/citizens/travel/passenger-rights/air/index_et.htm](https://europa.eu/youreurope/citizens/travel/passenger-rights/air/index_et.htm). Mis täpselt sind kõige rohkem paksub?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma lähen Eestisse ja tahan lapsele passi taotleda. Kuidas ma riigilõivu maksta saan?
assistant: Tere! Passi taotlemise riigilõivu maksmiseks on mitmeid võimalusi. Saaja on Rahandusministeerium ja viitenumber on 2900082443. Pangad, kust saad maksta, on SEB (EE891010220034796011), Swedbank (EE932200221023778606), Luminor Bank (EE701700017001577198), LHV Pank (EE777700771003813400).",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma arvan, et digitaalsed allkirjad on kirsilehe otsas. Kas saaksid sa mulle selgitada, mis see täpselt tähendab ja kuidas nad erinevad tavalisest allkirjastamisest?
assistant: Tere! Väga hea küsimus. Digitaalse allkirjastamise tähendus on see, et sa saad dokumenti paberivaba allkirjastada. Selleks ei ole vaja dokumendi välja trükkida. Selleks kasutatakse digitaalset isikutuvastusvahendit, nagu ID-kaart. Aga oluline on see, et kõik digitaalsed allkirjad ei ole seaduslikult kehtivad nagu omakäelised allkirjad. Mis täpselt teeb digiallkiri seaduslikult kehtivaks? See on, et kasutaja isik ja sertifikaadi andja taust on kontrollitud, ning allkirja andmise aega on kindlalt fikseeritud.",output_ID.ee
"user: Tere! Olen kuulnud, et Eesti piiri juures on käimas ehitustööd. Mis seal täpselt ehitatakse?
assistant: Tere! Jah, seda on tõesti käimas. Politsei- ja Piirivalveamet (PPA) on käivutanud piiriehituse hanked. Esimene etapp keskendus 23,5 kilomeetri pikkusel piirilõigul Võrumaal, alates kolmikpunktist kuni Luhamaa piiripunktini. Teine etapp on samuti käimas, see hõlmab 39,5 kilomeetrit Tserebi ja Võmmorski külade vahel.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma olen plaaninud pakettreisi, aga ma ei tea päris täpselt, mida see tähendab. Kuidas ma aru saan, kas mu reis on pakettreis?
assistant: Tere! Pakettreis on siis, kui reisikorraldaja on kokku pannud reisiteenuste kogumi. See tähendab, et sa tegelikult ostsid ühe paketti, mitte eraldi lennupileti ja hotelli. Aga on ka juhtumisi, kus eraldi lepinguid on sõlmitud, ent see on ikkagi pakettreis, kui sa näiteks valisid kõik teenused ühest kohast ja maksad ühtse hinna eest. Kas Sa soovid, et ma selgitan seda täpsemalt? ",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Kus ma leian infot liiklusõnnetuste kohta, kus keegi viga sai?
assistant: Tere! Politsei- ja Piirivalveameti lehel on ülevõtte infoga liiklusõnnetuste kohta, kus on registreeritud inimkannatanuid.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Mul on probleeme ID-kaardi kasutamisega. Mida ma võin ette võtta?
assistant: Tere! Ma saan sind aidata. Esmapilgub võta mõned lihtsad küsimused, et paremini aru saada, mis toimub. Kas sa kasutad ID-kaarti esimest korda, või on probleem tekkinud varem? Ja millist ID-kaarti sa kasutad (nt. mille tootja ja mudel)? ",output_ID.ee
"user: Tere! Ma kuulsin, et on kelmidega ohvriks sattumisel, kuhu pöörduda. Mis on kõige tähtsam asi, mida ma kohe teha peaks, kui kahtlustan, et olen kelmidele raha saatnud?
assistant: Tere! Kõige olulisem asi on kohe oma pangaga ühendust võtta. Nad saavad sul pangamakse peatada või tagastada, kui see veel võimalik on. Lisainfot leiad näiteks Swedpanki, SEB Panga, LHV ja Luminori veebisaitidelt.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma kuulen, et Tarbijavaidluste komisjon aitab lahendada probleeme kauplustega. Kuidas see toimib ja kas see on kergem ja odavam kui kohtuasse minek?
assistant: Tere! Jah, see on õige. Tarbijavaidluste komisjon pakubki lihtsamalt, mugavamalt ja kiiremini lahendusi kui kohtuasse minek. Komisjonis saab probleemi lahendada tunduvalt vähem aega ja raha kulutades. Vaidluse lahendamine on nii tarbija kui ka ettevõtja jaoks tasuta ja üldjuhul jõutakse tulemusele umbes 90 päeva jooksul alates menetluse algatamisest.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma arvan, et olen kuuldud digiallkirjadest, aga ma ei ole kindel, mida need täpsemalt tähendavad ja kuidas need minu e-teenuses kasutamiseks soetada?
assistant: Tere! Palju maas! Digiallkirjad on oluline osa e-teenuste turvalisusest. Neil on võti sellele, et dokumendid ja tehingud on autentse ja usaldusväärse, ning neid ei saa muuta ilma, et teist ei teatsidaks. Paljuski seega on need olulised selleks, et mu e-teenuses toimuvatest asjadest oleks kindel, et on autentse. Arvestades seda, saame rääkida selle kohta rohkem, aga kõigepealt saame aru, kuidas neid üldjuhul saame teostada. Kõige tavalisemad viisid on ID-kaardiga, mobiil-ID või Smart-ID. Kas sa tahaksid teada ühe neist põhjalikumalt?",output_ID.ee
"user: Tere! Ma olen kuulnud, et Tarbijakaitseamet järelleb isikukaitsevahendite ohutust. Mis see tähendab täpsemalt?
assistant: Tere! See tähendab, et Tarbijakaitse ja Tehnilise Järelevalve Amet (TJAT) järelleb, et isikukaitsevahendid vastaksid ohutusnõuetele. Peamiseks seadusandluseks on Euroopa Parlamendi ja Nõukogu määrus (EL) 2016/425.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma sain uue ID-kaardi. Mis on see koodiümbrik, mille kaasa tuli? Kas ma pean seda aktiveerima?
assistant: Tere! Päevad! Uue ID-kaardi puhul sa saad kaasa koodiümbriku, mille sees on PIN1, PIN2 ja PUK koodid. Seda ei pea eraldi aktiveerima, see töötab koheselt.",output_ID.ee
"user: Tere! Ma kuulsin, et Ukrainast saab rahvusvahelist kaitset Eestis taotlema. Kuidas see täpselt töötab?
assistant: Tere! Jah, see on õige. Rahvusvahelist kaitset saab taotlema igaüks, kes kardab Ukrainas tagakiusamist, näiteks rassi, usu või poliitiliste vaadete tõttu. Samuti, kui tagasipöördumine Ukrainasse kujutab endast tõsist ohtu, näiteks surmanuhtluse, piinamise või vägivalla tõttu relvakonflikti tõttu. Mis sind selle osas kõige rohkem huvitab?",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma ei saa aru, miks mul ID-kaardiga probleemid on, kui ma internetis teenuste eest sisenen. Mis ma peaks uurima?
assistant: Tere! Olgu. See on üsna tavaline probleem. Esimese sammuks on kindlasti kontrollida, et ID-kaardi ja kaardilugeja on korralikult ühendatud ja töökorras. Kas olete kaardilugeja arvutiga USB-kaabelga ühendanud, ja kui olete, on kaabel korralikult arvutiga luku?",output_ID.ee
"user: Tere! Ma olen Põlva maast ja tahan teada, kuidas saaksin passi taotleda. Mis on kõige lihtsam viis?
assistant: Tere! Kõige turvalisem ja kiireim viis dokumendi taotlemiseks on PPA iseteenindus veebilehel: https://www.politsei.ee/et/iseteenindus. Seal saad kogu protsessi algatada. Kas sa soovid ka digikioski kasutamist kaaluda?",output_Politsei-_ja_Piirivalveamet
"user: Tere! Olen kuulnud Tarbijakaitse Ameti sidekaardist. Mis see kaart täpselt kujutab?
assistant: Tere! Sidekaart näitab, kus on võimalik interneti teenusega liituda. See põhineb sideoperaatorite pakutavatel hindakirjades olevatel andmetel. Roheline punkt tähendab, et saadaval on liitumisvõimalus teatud kiirusega, punane punkt aga, et sellist võimalust praegu pole.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma olen kuulnud, et raudtee ületamisel on oluline olla eriti tähelepanelik. Mis on kõige olulisem asi, mida ma peaksin meeles pidama, kui ma ületan raudteed autoga?
assistant: Tere! See on väga hea küsimus. Kõigepealt veendu, et sa ei lähene raudteeülesõidukohale, kui raudteesõiduk juba läheneb. See tähendab, et vaata ja kuula hoolikalt. Ja alati anna lähenevale raudteesõidukile teed. Ära ületa foori keelava tulega või suletud tõkkepuu korral.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Mis on Web eID?
assistant: Tere! Web eID on uus süsteem, mis võimaldab teid veebis turvaliselt identifitseerida ja oma dokumendid allkirjastada. See tähendab, et saate kasutada oma ID-kaarti või digi-kaarti veebis, ilma seda kaardi enda eemardamata. See on uus arhitektuur selleks, et tagada parem turvalisus.",output_ID.ee
"user: Tere! Ma ei ole väga tuttav e-hääletamisega. Kas te võite mulle öelda, mis see täpselt on?
assistant: Muidugi! E-hääletamine on olukord, kus sa saad hääleda valimistel interneti kaudu, ilma kodust lahkumata. See on väga erandlik asi, et Eesti on esimene riik maailmas, kus see üleriigiliselt valimistel kasutusele võeti! See on Interneti kaudu toimiv hääletamine, mis erineb traditsioonilisest hääletasest.",output_ID.ee
"user: Tere! Ma kuulsin midagi hoonete energiatõhususe kohta, aga ma ei saa päriselt aru, mis see tähendab ja kes sellega tegelevad Eestis? Kas Tarbijakaitse ja Tehnilise Järelevalve Amet (TTJA) on selles rollis?
assistant: Tere! Jah, Tarbijakaitse ja Tehnilise Järelevalve Amet (TTJA) tegelikult on seotud hoonete energiatõhususega. Nad järelveevad, et ehitised vastaksid energiatõhususe nõuetele. Põhimõtteliselt tähendab hoonete energiatõhusus seda, et ehitised kasutaksid vähem energiat soojendamiseks, jahutamiseks ja valgustamiseks, samal ajal kui need tagaksid mugava elukeskkonna.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Mul on küsimus Mobiil-ID kohta. Kas ma saan teada, kui kaua need sertifikaadid kehtivad?
assistant: Tere! Jah, Mobiil-ID sertifikaadid kehtivad 5 aastat. Kuidas ma saan teada, kas teie enda sertifikaat on aktiivne?",output_ID.ee
"user: Tere! Ma saan aru, et teete asju DigiDociga. Kas teil on infot, milliseid failivorme DigiDoc konteinerid toetavad, eri tarkvaraversioonides?
assistant: Tere! Jah, seda küsimegi. ID-tarkvaras toetatud DigiDoc konteineri formaadid sõltuvad tarkvaraversioonist. Peamised on olnud DDOC, BDOC ja ka mõned vanemad versioonid. Kuidas ma saan sind paremini aidata? Kas sa oled huvitatud mõne konkreetse versiooni kohta?",output_ID.ee
"user: Tere! Ma olen huvitatud amatöörraadiosidest. Kuidas ma saan loa raadiojaama töötamiseks?
assistant: Tere! Selleks peab esitama taotluse Tarbijakaitse ja Tehnilise Järelevalve Ametile (TTJA). Esiteks, on oluline teada, millist tüüpi raadiojaam teil on - kas see on isiklikuks kasutuseks, ühiskasutusraadiojaam, automaatne majakas või ehk raadioorienteerumise majakakompleks?",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma tahan teada, kuidas toimib lapsele Eesti kodakondsuse taotluse menetlus. Mis juhtub pärast taotluse esitamist?
assistant: Tere! Pärast taotluse esitamist edastatakse kõik dokumendid kolme kuu jooksul Vabariigi Valitsusele. Valitsus teeb seejärel otsuse, kas kodakondsus lapsele antakse.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Sa võid mulle teada, milliseid andmeid DigiDoc4 rakendus kasutab ja kes neile andmeid edastab?
assistant: Tere! Loomulikult. DigiDoc4 rakendus kasutab mitmesuguseid andmeid, sealhulja sinu isikukoodi, telefoni numbrit ja aadressi. Need andmed edastatakse erinevate kolleegidele, näiteks Riigi Infosüsteemi Ametile (RIA), SK ID Solutionsi ja ka muudele partneritele, kes osalvad e-allkirjastamisprotsessis. Küll aga on oluline meeles pidada, et RIA kasutab neid andmeid ainult e-allkirjastamiseks ja andmete kontrollimiseks.",output_ID.ee
"user: Tere! Mul on küsimus. Kuidas Eestis raadiosageduste kasutamist reguleeritakse?
assistant: Tere! Raadiosageduste kasutamist Eestis reguleerib seadus, mis tugineb Euroopa Liidu standarditele. Konkreetsemat infot selle kohta saab EFIS andmebaasist, mis on osa Euroopa Raadiosageduste Informatsiooni Süsteemist (EROFrequency Information System).",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Olen kuulnud Safety Gate'ist, aga ei tea, mis see täpselt on. Saaksid natuke selgitada?
assistant: Tere! Safety Gate on ELi kiire teabevahetussüsteem, mille kaudu edastatakse infot ohtlike toodete kohta. Selle abil saab ennetada ja piirata ohtlike toodete jõudmist ELi turule ning tagada, et liikmesriigid jälgiksid toodete ohutust ühtemoodi. See aitab meil teada, milliseid tooteid tuleks vältida ja milliseid kontrollida.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma ei saa oma ID-kaardi PIN-koodi sisse sisestada. Mida peaks tegema?
assistant: Tere! Kui PIN-kood on kolm korda järjest valesti sisestatud, siis ID-kaart selle lukustab turvalisuse huvides. Palju ei parda, see on üsna levinum probleem. Sa saad PIN-koodi ise kiiresti lahti blokeerida – ei tarvitse PUK-koodi kasutada! Kas sul on PUK-koodi olemas, või sooviksime teada, kas sul seda pole?",output_ID.ee
"user: Tere! Ma olen kuulnud, et avalikku koosolekut tuleb politseist registreerida. Mis täpselt see avalik koosolek on?
assistant: Tere! Avalik koosolek on inimeste kogunemine avalikus kohas ühise eesmärgiga, näiteks meeliste väljendamiseks või mõne asja kujundamiseks. See võib olla näiteks väljaku-, pargi-, tee- või tänavakorraldatav kohtumine, demonstratsioon, miiting, pikett, religioosne üritus või rongkäik.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma mõtlesin, et saan nüüd digi-ID kaardi? Kas see on ID-kaardi asendaja?
assistant: Tere! Jah, digi-ID on mõeldud ID-kaardi asendajaks elektroonilises keskkonnas. See on digitaalne dokument, millega saab isikut tõendada ja allkirja anda. See on oluline, et olla turvalisem ja mugavam elektroonilistes teenustes.",output_ID.ee
"user: Tere! Ma saan aru, et see on Politsei- ja Piirivalveameti kontaktinfo? Mis on PPA registrikood?
assistant: Jah, õige! PPA registrikood on 70008747. See on oluline number ametniku jaoks, kui sa seda näiteks vormistama pead.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma kuulin, et Politsei- ja Piirivalveamet haldab piiripunkte. Mis see tähendab tegelikult?
assistant: Tere! See tähendab, et amet vastutab piiripunktide korralduse eest. Näiteks, piiripunkti juures ei ole alaliselt politseinikke, vaid nad on kohal väljakutsel piirikontrolli teostamiseks.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Kas te oskate öelda, kus Kuressaare politseijaoskond asub?
assistant: Tere! Kuressaare politseijaoskond asub aadressil Transvaali 58, Kuressaare.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma lugesin midagi liiklusvoodu kohta, aga olen natuke segadus. Kas sa saaksid mulle selgitada, mis on liiklusvoolu piiramine ELis?
assistant: Tere! Liiklusvoolu piiramine ELis tähendab, et Euroopa Liidus ei tohi arveldada kõnede ja SMS-ide eest erinevalt riikide kaupa. Näiteks, kui te teete kõne teise EL riigi numbril, siis arvelduse summa ei tohiks olla suurem kui kui te oleksite kõnet teinud oma koduriigis. Täpsemalt, kõneminuti kohta 0,19/0,228 eurot, SMS-i kohta 0,06/0,072 eurot (ilma või koos käibemaksuta).",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma olen liikumisvõimetu ja tahaksin teada, kuidas ma ID-kaarti taotleda saan. Kas mul peab sõrmejäljed andma?
assistant: Tere! Küsimus on hea. Alates 12. eluaastast on ID-kaardi taotlemiseks vaja sõrmejäljed. Kui te olete üle 70-aastane ja teilt on varem sõrmejäljed võetud, siis uut dokumenti saate taotleda ilma uusi sõrmejälgi andmata. Muudel juhtudel, kui sõrmejäljed on vähem kui 11 aastat tagasi hõivatud, ka siis uusi anda ei pea. Kui sõrmejälgede andmine on vajalik, aga te ei saa ise teenindusse tulla, saadame sõrmejälgede hõivamiseks teeninduse teie juurde. Saate meile selleks taotlus ja arstitõendi saata.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Ma olen huvitatud, kuidas jäätmed Eestis käsitletakse. Mis on kõige olulisem asi, mida ma selle kohta teada peaks?
assistant: Tere! Jäätmehoolduse korraldamine on kohaliku omavalitsuse ülesanne. Oluline on teada, et kui elad elanikkudega omavalitsuses, pead sa ise jäätmevedaja valima või viima jäätmed prügilasse/jäätmejaama. Elanikkudega omavalitsused peavad korraldama jäätmeveokonkurssi.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Kuulin midagi piirangute kohta Venemaa kodanikele Eestisse sisenemisel. Kas see on ikka tõene?
assistant: Jah, see on tõene. Alates 2022. aasta 19. septembrist on kehtinud piirangud Eestisse sisenemisel Venemaa Föderatsiooni kodanikele, kel on kehtiv lühiajaline Schengeni viisa. See on seotud Vabariigi Valitsuse korraldusega.",output_Politsei-_ja_Piirivalveamet
"user: Tere! Mul on küsimus. Ostsin hiljuti veidrikas eseme ja see ei tööta nii, nagu peaks. Mis on mu õigused kui see on defektne?
assistant: Tere! Oluline on teada, et tarbija õigus on nõuda kauplejalt esmalt tasuta parandamist või asendamist. See, kumb variant on parem, lepitakse teie vahel kokku. Kuid reeglina otsustab müüja ise, kas asendada toode uuega või parandada seda. See kehtib, kui müüjal ei ole võimalik kaupa parandada või asendada, või kui parandamine/asendamine ei õnnestu, või müüja ei kõrvalda defekti mõistlikus ajas, või kui teile tekitatakse põhjendamatuid ebamugavusi.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Mul on küsimus TTJA otsuste kohta. Mis saab, kui ma ei nõustu TTJA tehtud otsusega?
assistant: Tere! Kui te ei nõustu TTJA tehtud otsusega, on teil kaks võimalust. Esiteks, saate esitada vaide TTJA peadirektorile. Teiseks, saate esitada kaebuse Tallinna Halduskohtule.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma ei saa oma ID-kaardi PIN-koodi lahti blokeerida. Mis ma peaks tegema? Kas see on kurb asi?
assistant: Tere! Ei ole kurb asi, seda saab lahti blokeerida. Kui sa kolm korda järjest valesti PIN-koodi sisestasid, siis ID-kaart seda turvalisuse huvides blokeeris. Sa saad oma PIN-koodi ise kiirelt ja mugavalt lahti blokeerida. Pühkige ID-kaardi PIN-koodi blokeerimise maha. Kuidas ma saan selle täna tegema?",output_ID.ee
"user: Tere! Ma pole kunagi enne mobiil-ID'd kasutanud. Mis see üldse on ja kuidas seda kasutada?
assistant: Tere! Mobili-ID on digitaalne identifikaator, mis võimaldab sul turvaliselt sisse logida erinevate e-teenustesse, näiteks e-posti, pankadesse ja ametiasutuste veebilehtudele. See on nagu digitaalne isikutunnus. Seda saab kasutada ka dokumendi allkirjastamiseks. Alguses on see pisemaks saamiseks eelistatud meetod, mis sobib enamusele inimestele. Kas sa tead, kas sul on juba mobiil-ID?",output_ID.ee
"user: Tere! Ma ostsin pojale uue mänguasja, aga ma ei saa aru, mida ma selle kohta teada peaks kontrollima, et see ohutu oleks? Mida see CE-märk tähendab?
assistant: Tere! See on väga hea küsimus! CE-märk näitab, et mänguasi vastab Euroopa Liidu ohutusnõuetele. See ei garanteeri 100% ohutust, aga see on oluline näitaja. Kontrollige ka, kas mänguasi on sobiva vanusgrupi jaoks. See on oluline, et laps saaks sellest turvaliselt nautida.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Ma kuulsin, et muutub midagi ehitustoodete kohta. Mis on kõige olulisem muudatus, mida Tarbijakaitse ja Tehnilise Järelevalve Amet (TJT) on rõhutanud?
assistant: Tere! TJT on rõhutanud, et 2024/3110 määrus asendab 305/2011 määruse. Peamine muudatus on see, et peale toimivuse peab tootja deklareerima ka ehitustoote vastavust ohutus- ja keskkonnanõuetele. See tähendab, et tuleb koostada toimivus- ja vastavusdeklaratsioon selle asemel, mida varem kutsuti lihtsalt toimivusdeklaratsiooniks.",output_Tarbijakaitse_ja_Tehnilise_Jarelevalve_Amet
"user: Tere! Kas ma saan dokumendid RIA DigiDoc mobiilirakenduses digiallkirjastada?
assistant: Kuigi, jah! Digiallkirjastamine RIA DigiDoc mobiilirakenduses on üsna lihtne. Kas sa kasutad ID-kaarti, mobiil-ID või Smart-ID? Alustame kõige lihtsamaga - kas sa kasutad ID-kaarti? ",output_ID.ee
"user: Tere! Ma tahan Eesti passi taotleda. Kutsun teid abi, palun.
assistant: Tere! Muidugi aitame. Millist passi soovite taotleda – tavapass või kiirkorras?",output_Politsei-_ja_Piirivalveamet
